EndType,NewApp,Last,Office,Month,County,Year,Day,First,Date,EndDate,Duration,AppointingPresident,AppointingPresidentIndex,AppointingPG,AppointingPGIndex,DismissingPresident,DismissingPresidentIndex,DismissingPG,DismissingPGIndex,AppCongressionalElection,AppPresidentialElection,DisCongressionalElection,DisPresidentialElection
0,1,Morey,FROSA,2,Limestone,1877,26,Fred. P.,1877-02-26,1877-12-11,288,Grant2,10,James N. Tyner,25,Hayes,11,David M. Key,26,83.6,0.861,83.6,0.861
0,0,Cozley,FROSA,12,Limestone,1877,11,Jacob L.,1877-12-11,1878-01-16,36,Hayes,11,David M. Key,26,Hayes,11,David M. Key,26,83.6,0.861,83.6,0.861
0,0,Allen,FROSA,1,Limestone,1878,16,Nelson H.,1878-01-16,1885-12-07,2882,Hayes,11,David M. Key,26,Cleveland1,14,William F. Vilas,32,83.6,0.861,92.5,0.8303371
0,0,Buttolph,FROSA,12,Limestone,1885,7,Mrs. Jane E.,1885-12-07,1886-08-16,252,Cleveland1,14,William F. Vilas,32,Cleveland1,14,William F. Vilas,32,92.5,0.8303371,92.5,0.8303371
0,0,Ratcliff,FROSA,8,Limestone,1886,16,Jos. H.,1886-08-16,1886-12-14,120,Cleveland1,14,William F. Vilas,32,Cleveland1,14,William F. Vilas,32,92.5,0.8303371,54.4,0.8303371
0,0,Buttoph,FROSA,12,Limestone,1886,14,Jane E.,1886-12-14,1890-05-19,1252,Cleveland1,14,William F. Vilas,32,Harrison,15,John Wanamaker,34,54.4,0.8303371,58.5,1
0,0,Lenoir,FROSA,5,Limestone,1890,19,Isaac N.,1890-05-19,1892-03-10,661,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,58.5,1,83,1
0,0,Ward,FROSA,3,Limestone,1892,10,Rebecca L.,1892-03-10,1895-05-02,1148,Harrison,15,John Wanamaker,34,Cleveland2,16,William L. Wilson,36,83,1,49.4,0.8036723
0,0,Jarrard,FROSA,5,Limestone,1895,2,Thos. S.,1895-05-02,1895-12-26,238,Cleveland2,16,William L. Wilson,36,Cleveland2,16,William L. Wilson,36,49.4,0.8036723,49.4,0.8036723
0,0,Cotton,FROSA,12,Limestone,1895,26,Wm. W.,1895-12-26,1896-04-27,123,Cleveland2,16,William L. Wilson,36,Cleveland2,16,William L. Wilson,36,49.4,0.8036723,49.4,0.8036723
0,0,Tucker,FROSA,4,Limestone,1896,27,Newman E.,1896-04-27,1900-12-18,1695,Cleveland2,16,William L. Wilson,36,McKinley,17,Charles Emory Smith,38,49.4,0.8036723,49.3,1
0,0,Pender,GROESBECK,4,Limestone,1881,12,Drew D.,1881-04-12,1887-06-09,2249,Garfield,12,Thomas L. James,28,Cleveland1,14,William F. Vilas,32,67.7,0.8062756,54.4,0.8303371
0,0,Johnson,GROESBECK,6,Limestone,1887,9,Mrs. Sue L.,1887-06-09,1889-07-17,769,Cleveland1,14,William F. Vilas,32,Harrison,15,John Wanamaker,34,54.4,0.8303371,58.5,1
0,0,Steele,GROESBECK,7,Limestone,1889,17,Alonzo L.,1889-07-17,1893-03-27,1349,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,58.5,1,57.4,0.8036723
0,0,Tyus,GROESBECK,3,Limestone,1893,27,Miss Lela,1893-03-27,1894-02-07,317,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,Wilson S. Bissell,35,57.4,0.8036723,57.4,0.8036723
0,0,Padgett,GROESBECK,2,Limestone,1894,7,Mrs. Lela T.,1894-02-07,1898-11-22,1749,Cleveland2,16,Wilson S. Bissell,35,McKinley,17,Charles Emory Smith,38,57.4,0.8036723,49.3,1
1,1,Hancock,HANCOCK,1,Limestone,1886,25,Ross,1886-01-25,1886-11-11,290,Cleveland1,14,William F. Vilas,32,Cleveland1,14,William F. Vilas,32,92.5,0.8303371,54.4,0.8303371
0,2,Davis,HANCOCK,1,Limestone,1887,6,Mary L.,1887-01-06,1900-03-12,4813,Cleveland1,14,William F. Vilas,32,McKinley,17,Charles Emory Smith,38,54.4,0.8303371,49.3,1
0,1,Jones,HORN,12,Limestone,1882,28,John R.,1882-12-28,1883-12-17,354,Arthur,13,Timothy O. Howe,29,Arthur,13,Walter Q. Gresham,30,63.8,0.8062756,63.8,0.8062756
0,-1,Jones,HORNHILL,12,Limestone,1883,17,John R.,1883-12-17,1884-04-15,120,Arthur,13,Walter Q. Gresham,30,Arthur,13,Walter Q. Gresham,30,63.8,0.8062756,63.8,0.8062756
0,0,Batchelor,HORNHILL,4,Limestone,1884,15,Thos. J.,1884-04-15,1889-01-08,1729,Arthur,13,Walter Q. Gresham,30,Cleveland1,14,Donald M. Dickinson,33,63.8,0.8062756,58.5,1
0,0,Lenoir,HORNHILL,1,Limestone,1889,8,Jas. Y.,1889-01-08,1892-07-16,1285,Cleveland1,14,Donald M. Dickinson,33,Harrison,15,John Wanamaker,34,58.5,1,83,1
0,0,Pittman,HORNHILL,7,Limestone,1892,16,Minnie,1892-07-16,1892-11-12,119,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,83,1,57.4,0.8036723
0,0,Lenoir,HORNHILL,11,Limestone,1892,12,Jas. Y.,1892-11-12,1895-12-26,1139,Harrison,15,John Wanamaker,34,Cleveland2,16,William L. Wilson,36,57.4,0.8036723,49.4,0.8036723
0,0,Lenoir,HORNHILL,12,Limestone,1895,26,Isaac N.,1895-12-26,1898-03-15,810,Cleveland2,16,William L. Wilson,36,McKinley,17,James A. Gary,37,49.4,0.8036723,49.3,1
0,0,Therrell,HORNHILL,3,Limestone,1898,15,Abe. F.,1898-03-15,1901-10-12,1306,McKinley,17,James A. Gary,37,Roosevelt1,19,Charles Emory Smith,38,,,49.3,1
0,1,Bennett,ISLAND,1,Limestone,1894,30,Jas.,1894-01-30,1898-11-23,1758,Cleveland2,16,Wilson S. Bissell,35,McKinley,17,Charles Emory Smith,38,57.4,0.8036723,49.3,1
0,1,McKnight,KIRK,3,Limestone,1887,8,Wm. Hume,1887-03-08,1889-09-17,924,Cleveland1,14,William F. Vilas,32,Harrison,15,John Wanamaker,34,54.4,0.8303371,58.5,1
0,0,Wheelis,KIRK,9,Limestone,1889,17,Benj. F.,1889-09-17,1891-12-17,821,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,58.5,1,83,1
0,0,Batchelor,KIRK,12,Limestone,1891,17,Wm. F.,1891-12-17,1895-01-14,1124,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,83,1,49.4,0.8036723
0,0,Harrell,KIRK,1,Limestone,1895,14,Andrew F.,1895-01-14,1896-07-15,548,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,William L. Wilson,36,49.4,0.8036723,49.4,0.8036723
0,0,Thetford,KIRK,7,Limestone,1896,15,Hugh G.,1896-07-15,1898-12-08,876,Cleveland2,16,William L. Wilson,36,McKinley,17,Charles Emory Smith,38,49.4,0.8036723,49.3,1
0,0,Jones,KOSSE,5,Limestone,1889,9,Sidney M.,1889-05-09,1893-04-04,1426,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,58.5,1,57.4,0.8036723
0,0,Bratton,KOSSE,4,Limestone,1893,4,Calvin G.,1893-04-04,1897-06-19,1537,Cleveland2,16,Wilson S. Bissell,35,McKinley,17,James A. Gary,37,57.4,0.8036723,49.3,1
0,0,Jones,KOSSE,6,Limestone,1897,19,Sidney M.,1897-06-19,1901-10-12,1575,McKinley,17,James A. Gary,37,Roosevelt1,19,Charles Emory Smith,38,,,49.3,1
0,1,Goodrich,LA SALLE,3,Limestone,1894,29,Jos. R.,1894-03-29,11/18/04,3886,Cleveland2,16,Wilson S. Bissell,35,Roosevelt1,19,Robert J. Wynne,40,57.4,0.8036723,49.3,1
0,1,Jordan,LO,6,Limestone,1894,23,Gideon L.,1894-06-23,1897-10-14,1209,Cleveland2,16,Wilson S. Bissell,35,McKinley,17,James A. Gary,37,57.4,0.8036723,49.3,1
0,-1,Jordan,LUTHER,10,Limestone,1897,14,Gideon L.,1897-10-14,10/1/06,3273,McKinley,17,James A. Gary,37,Roosevelt2,20,George B. Cortelyou,41,,,49.3,1
1,1,McDaniel,McDANIEL,4,Limestone,1892,11,Jas. A.,1892-04-11,1893-06-02,417,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,83,1,57.4,0.8036723
0,0,Andrews,MEXIA,3,Limestone,1882,22,Henry H.,1882-03-22,1883-08-09,505,Arthur,13,Timothy O. Howe,29,Arthur,13,Walter Q. Gresham,30,67.7,0.8062756,63.8,0.8062756
0,0,Gardiner,MEXIA,8,Limestone,1883,9,Josh. A.,1883-08-09,1889-04-16,2077,Arthur,13,Walter Q. Gresham,30,Harrison,15,John Wanamaker,34,63.8,0.8062756,58.5,1
0,0,Neece,MEXIA,4,Limestone,1889,16,Jas.R.,1889-04-16,1893-06-26,1532,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,58.5,1,57.4,0.8036723
0,0,Meador,MEXIA,6,Limestone,1893,26,Newton E.,1893-06-26,1897-09-14,1541,Cleveland2,16,Wilson S. Bissell,35,McKinley,17,James A. Gary,37,57.4,0.8036723,49.3,1
0,0,Neece,MEXIA,9,Limestone,1897,14,Jas. R.,1897-09-14,3/2/05,2725,McKinley,17,James A. Gary,37,Roosevelt1,19,Robert J. Wynne,40,,,49.3,1
0,1,Hudson,NUS?,6,Limestone,1892,13,Jas. B.,1892-06-13,1895-08-26,1169,Harrison,15,John Wanamaker,34,Cleveland2,16,William L. Wilson,36,83,1,49.4,0.8036723
0,0,Lloyd,NUS?,8,Limestone,1895,26,Herbert A.,1895-08-26,1896-11-05,437,Cleveland2,16,William L. Wilson,36,Cleveland2,16,William L. Wilson,36,49.4,0.8036723,49.3,1
0,0,Lloyd,NUS?,11,Limestone,1896,5,Henry A.,1896-11-05,1900-08-09,1372,Cleveland2,16,William L. Wilson,36,McKinley,17,Charles Emory Smith,38,,,49.3,1
0,1,Wilkin,OLETHA,6,Limestone,1886,7,Wm. J.,1886-06-07,1888-05-11,704,Cleveland1,14,William F. Vilas,32,Cleveland1,14,Donald M. Dickinson,33,92.5,0.8303371,54.4,0.8303371
0,0,Wallace,OLETHA,5,Limestone,1888,11,Jos.,1888-05-11,1893-06-21,1867,Cleveland1,14,Donald M. Dickinson,33,Cleveland2,16,Wilson S. Bissell,35,54.4,0.8303371,57.4,0.8036723
0,0,Deans,OLETHA,6,Limestone,1893,21,Neverson,1893-06-21,1894-02-28,252,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,Wilson S. Bissell,35,57.4,0.8036723,57.4,0.8036723
0,0,Roberts,OLETHA,2,Limestone,1894,28,Thos. J.,1894-02-28,1894-08-24,177,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,Wilson S. Bissell,35,57.4,0.8036723,57.4,0.8036723
0,0,Wallace,OLETHA,8,Limestone,1894,24,Jos.,1894-08-24,1898-11-02,1531,Cleveland2,16,Wilson S. Bissell,35,McKinley,17,Charles Emory Smith,38,57.4,0.8036723,49.3,1
0,0,Jones,OLETHA,11,Limestone,1898,2,Mrs. Cora,1898-11-02,2/3/05,2284,McKinley,17,Charles Emory Smith,38,Roosevelt1,19,Robert J. Wynne,40,,,49.3,1
0,0,Pounds,PERSONVILLE,1,Limestone,1879,23,Thos. B.,1879-01-23,1885-01-12,2181,Hayes,11,David M. Key,26,Arthur,13,Frank Hatton,31,83.6,0.861,92.5,0.8303371
0,0,Boyd,PERSONVILLE,1,Limestone,1885,12,John F.,1885-01-12,1903-04-23,6674,Arthur,13,Frank Hatton,31,Roosevelt1,19,Henry C. Payne,39,92.5,0.8303371,49.3,1
0,0,Pender,PRAIRIE HILL,12,Limestone,1889,13,Robt. A.,1889-12-13,1893-06-13,1278,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,58.5,1,57.4,0.8036723
0,0,Copeland,PRAIRIE HILL,6,Limestone,1893,13,Rachel C.,1893-06-13,1897-07-23,1501,Cleveland2,16,Wilson S. Bissell,35,McKinley,17,James A. Gary,37,57.4,0.8036723,49.3,1
0,0,Buttolph,PRAIRIE HILL,7,Limestone,1897,23,Chas. H.,1897-07-23,8/3/05,2932,McKinley,17,James A. Gary,37,Roosevelt2,20,George B. Cortelyou,41,,,49.3,1
0,1,Storrs,STORRS,4,Limestone,1898,26,Alvin H.,1898-04-26,1900-04-30,734,McKinley,17,Charles Emory Smith,38,McKinley,17,Charles Emory Smith,38,,,49.3,1
0,0,Ewing,TEHUACANA,10,Limestone,1877,6,Robt. C.,1877-10-06,1884-12-12,2624,Hayes,11,David M. Key,26,Arthur,13,Frank Hatton,31,83.6,0.861,92.5,0.8303371
0,0,Yoakum,TEHUACANA,12,Limestone,1884,12,Madison,1884-12-12,1886-12-02,720,Arthur,13,Frank Hatton,31,Cleveland1,14,William F. Vilas,32,92.5,0.8303371,54.4,0.8303371
0,0,Boyd,TEHUACANA,12,Limestone,1886,2,Horace A.,1886-12-02,1887-01-04,33,Cleveland1,14,William F. Vilas,32,Cleveland1,14,William F. Vilas,32,54.4,0.8303371,54.4,0.8303371
0,0,Yoakum,TEHUACANA,1,Limestone,1887,4,Madison,1887-01-04,1889-08-01,940,Cleveland1,14,William F. Vilas,32,Harrison,15,John Wanamaker,34,54.4,0.8303371,58.5,1
0,0,Rhea,TEHUACANA,8,Limestone,1889,1,Addie,1889-08-01,1890-02-04,187,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,58.5,1,58.5,1
0,0,Rhea,TEHUACANA,2,Limestone,1890,4,Mary F.,1890-02-04,1893-08-18,1291,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,58.5,1,57.4,0.8036723
0,0,Kincaid,TEHUACANA,8,Limestone,1893,18,Martha E.,1893-08-18,1896-01-06,871,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,William L. Wilson,36,57.4,0.8036723,49.4,0.8036723
0,0,Yoakum,TEHUACANA,1,Limestone,1896,6,Madison,1896-01-06,1897-09-09,612,Cleveland2,16,William L. Wilson,36,McKinley,17,James A. Gary,37,49.4,0.8036723,49.3,1
0,0,White,THORNTON,12,Limestone,1889,19,Jas. L.,1889-12-19,1890-04-26,128,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,58.5,1,58.5,1
0,0,Foust,THORNTON,4,Limestone,1890,26,Jas. E.,1890-04-26,1893-05-01,1101,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,58.5,1,57.4,0.8036723
0,0,Fox,THORNTON,5,Limestone,1893,1,John H.,1893-05-01,1897-07-24,1545,Cleveland2,16,Wilson S. Bissell,35,McKinley,17,James A. Gary,37,57.4,0.8036723,49.3,1
0,0,Fowler,THORNTON,7,Limestone,1897,24,John,1897-07-24,1901-10-15,1543,McKinley,17,James A. Gary,37,Roosevelt1,19,Charles Emory Smith,38,,,49.3,1
0,1,Taylor,WATT,2,Limestone,1898,15,Walter L.,1898-02-15,1898-12-29,317,McKinley,17,James A. Gary,37,McKinley,17,Charles Emory Smith,38,,,49.3,1
1,1,Frazier,YARBROVILLE,9,Limestone,1897,14,Jas. D.,1897-09-14,8/15/05,2891,McKinley,17,James A. Gary,37,Roosevelt2,20,George B. Cortelyou,41,,,49.3,1
0,1,Patton,HIGGINS,8,Lipscomb,1887,13,Jas. J.,1887-08-13,1887-08-29,16,Cleveland1,14,William F. Vilas,32,Cleveland1,14,William F. Vilas,32,100,1,,
0,0,Hoover,HIGGINS,8,Lipscomb,1887,29,H. Edgar,1887-08-29,1889-11-20,814,Cleveland1,14,William F. Vilas,32,Harrison,15,John Wanamaker,34,100,1,100,1
0,0,Gray,HIGGINS,11,Lipscomb,1889,20,Eli C.,1889-11-20,1894-02-08,1541,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,100,1,100,0.6369231
0,0,Begelow,HIGGINS,2,Lipscomb,1894,8,Granville A.,1894-02-08,1896-01-02,693,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,William L. Wilson,36,100,0.6369231,64,0.6369231
0,0,Mugg,HIGGINS,1,Lipscomb,1896,2,Henry S.,1896-01-02,1898-01-21,750,Cleveland2,16,William L. Wilson,36,McKinley,17,James A. Gary,37,64,0.6369231,76.3,0.7654822
0,0,Williams,HIGGINS,1,Lipscomb,1898,21,Thompson S.,1898-01-21,1898-03-10,48,McKinley,17,James A. Gary,37,McKinley,17,James A. Gary,37,,,76.3,0.7654822
0,0,Wilhite,HIGGINS,3,Lipscomb,1898,10,Logan A.,1898-03-10,1899-01-19,315,McKinley,17,James A. Gary,37,McKinley,17,Charles Emory Smith,38,,,76.3,0.7654822
0,1,Arthur,LIPSCOMB,12,Lipscomb,1886,20,Jas. W.,1886-12-20,1888-12-06,717,Cleveland1,14,William F. Vilas,32,Cleveland1,14,Donald M. Dickinson,33,100,1,100,1
0,0,Button,LIPSCOMB,12,Lipscomb,1888,6,Orville H.,1888-12-06,1889-12-24,383,Cleveland1,14,Donald M. Dickinson,33,Harrison,15,John Wanamaker,34,100,1,100,1
0,0,Douglas,LIPSCOMB,12,Lipscomb,1889,24,John W.,1889-12-24,1894-08-16,1696,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,100,1,100,0.6369231
0,0,Shutterly,LIPSCOMB,8,Lipscomb,1894,16,Albert N.,1894-08-16,1897-02-06,905,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,William L. Wilson,36,100,0.6369231,76.3,0.7654822
0,0,Rowland,LIPSCOMB,2,Lipscomb,1897,6,Jesse D.,1897-02-06,1897-10-08,244,Cleveland2,16,William L. Wilson,36,McKinley,17,James A. Gary,37,,,76.3,0.7654822
0,0,Davis,LIPSCOMB,10,Lipscomb,1897,8,Percy J.,1897-10-08,1899-01-18,467,McKinley,17,James A. Gary,37,McKinley,17,Charles Emory Smith,38,,,76.3,0.7654822
0,1,Buchanan,MABLE,5,Lipscomb,1889,20,Thos. A.,1889-05-20,1890-04-10,325,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,100,1,100,1
0,0,Hastings,MABLE,4,Lipscomb,1890,10,Jas.,1890-04-10,1892-03-23,713,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,100,1,100,1
0,0,Bristol,MABLE,3,Lipscomb,1892,23,Wm. H.,1892-03-23,1892-06-04,73,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,100,1,100,1
0,0,Skinner,MABLE,6,Lipscomb,1892,4,Jon. R.,1892-06-04,1894-06-28,754,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,100,1,100,0.6369231
0,0,Gigger,MABLE,6,Lipscomb,1894,28,Catherine B.,1894-06-28,1895-07-16,383,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,William L. Wilson,36,100,0.6369231,64,0.6369231
1,0,Boddy,MABLE,7,Lipscomb,1895,16,Wm.,1895-07-16,1899-11-18,1586,Cleveland2,16,William L. Wilson,36,McKinley,17,Charles Emory Smith,38,64,0.6369231,76.3,0.7654822
0,1,Walton,MAMMOTH,4,Lipscomb,1890,21,Geo.,1890-04-21,1894-01-12,1362,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,100,1,100,0.6369231
0,1,Mitchell,MITCHELL,7,Lipscomb,1888,28,Geo. W.,1888-07-28,1889-07-20,357,Cleveland1,14,Donald M. Dickinson,33,Harrison,15,John Wanamaker,34,100,1,100,1
0,0,Rowland,MITCHELL,7,Lipscomb,1889,20,Geo. R.,1889-07-20,1892-01-08,902,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,100,1,100,1
1,0,Sparks,MITCHELL,1,Lipscomb,1892,8,Jas. T.,1892-01-08,1893-12-19,711,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,100,1,100,0.6369231
0,1,Morton,ROYAL,5,Lipscomb,1888,24,Wesley,1888-05-24,1889-12-03,558,Cleveland1,14,Donald M. Dickinson,33,Harrison,15,John Wanamaker,34,100,1,100,1
1,0,Hopper,ROYAL,12,Lipscomb,1889,3,Wm. B.,1889-12-03,1890-08-02,242,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,100,1,100,1
0,-1,Gard,SHADELAND,1,Lipscomb,1894,12,McHenry,1894-01-12,9/1/09,5710,Cleveland2,16,Wilson S. Bissell,35,Taft,21,Frank H. Hitchcock,43,100,0.6369231,76.3,0.7654822
0,1,Sedwick,TIMMS CITY,12,Lipscomb,1887,2,Joshua T.,1887-12-02,1889-08-28,635,Cleveland1,14,William F. Vilas,32,Harrison,15,John Wanamaker,34,100,1,100,1
0,0,Wanger,TIMMS CITY,8,Lipscomb,1889,28,John,1889-08-28,1890-08-25,362,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,100,1,100,1
1,0,Collins,TIMMS CITY,8,Lipscomb,1890,25,Mary S.,1890-08-25,1892-01-25,518,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,100,1,100,1
0,1,Johnson,DINERO,11,Live Oak,1885,4,Robt. W.,1885-11-04,1891-01-31,1914,Cleveland1,14,William F. Vilas,32,Harrison,15,John Wanamaker,34,100,0.9739218,99,1
0,0,Wright,DINERO,1,Live Oak,1891,31,Willis B.,1891-01-31,1897-02-03,2195,Harrison,15,John Wanamaker,34,Cleveland2,16,William L. Wilson,36,99,1,60.9,0.8927295
0,0,McNeill,DINERO,2,Live Oak,1897,3,Leslie P.,1897-02-03,1899-02-23,750,Cleveland2,16,William L. Wilson,36,McKinley,17,Charles Emory Smith,38,,,60.9,0.8927295
0,0,Grover,ECHO,12,Live Oak,1877,13,Mrs. Catharine J.,1877-12-13,1878-07-31,230,Hayes,11,David M. Key,26,Hayes,11,David M. Key,26,53.4,0.987,53.4,0.987
1,0,Murphy,ECHO,7,Live Oak,1878,31,Patrick F.,1878-07-31,1879-10-27,453,Hayes,11,David M. Key,26,Hayes,11,David M. Key,26,53.4,0.987,53.4,0.987
1,0,Lewis,GUSSETTVILLE,2,Live Oak,1880,10,Jas. J.,1880-02-10,1884-05-06,1547,Hayes,11,David M. Key,26,Arthur,13,Walter Q. Gresham,30,53.4,0.987,55.6,0.974
0,3,Fox,GUSSETTVILLE,3,Live Oak,1885,3,J. J.,1885-03-03,1885-11-03,245,Arthur,13,Frank Hatton,31,Cleveland1,14,William F. Vilas,32,100,0.9739218,100,0.9739218
0,0,Gallagher,GUSSETTVILLE,11,Live Oak,1885,3,Jas.,1885-11-03,1886-06-01,210,Cleveland1,14,William F. Vilas,32,Cleveland1,14,William F. Vilas,32,100,0.9739218,100,0.9739218
1,0,Boyd,GUSSETTVILLE,6,Live Oak,1886,1,Frank,1886-06-01,1886-09-25,116,Cleveland1,14,William F. Vilas,32,Cleveland1,14,William F. Vilas,32,100,0.9739218,100,0.9739218
0,0,Cox,LAGARTO,2,Live Oak,1877,5,Cornelius C.,1877-02-05,1882-12-20,2144,Grant2,10,James N. Tyner,25,Arthur,13,Timothy O. Howe,29,53.4,0.987,55.6,0.974
0,0,Stedman,LAGARTO,12,Live Oak,1882,20,Harman,1882-12-20,1898-08-29,5731,Arthur,13,Timothy O. Howe,29,McKinley,17,Charles Emory Smith,38,55.6,0.974,60.9,0.8927295
0,0,Stedman,LAGARTO,8,Live Oak,1898,29,Mollie E.,1898-08-29,6/7/04,2108,McKinley,17,Charles Emory Smith,38,Roosevelt1,19,Henry C. Payne,39,,,60.9,0.8927295
0,1,Edward,LAPARA,2,Live Oak,1890,14,Thos. M.,1890-02-14,1892-10-05,964,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,100,1,99,1
0,0,Ross,LAPARA,10,Live Oak,1892,5,Jacob D.,1892-10-05,1893-08-22,321,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,99,1,49.6,0.9352641
0,0,Wright,LAPARA,8,Live Oak,1893,22,Jas. C.,1893-08-22,1896-01-22,883,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,William L. Wilson,36,49.6,0.9352641,43.8,0.9352641
0,0,Edwards,LAPARA,1,Live Oak,1896,22,Thos. M.,1896-01-22,1897-07-31,556,Cleveland2,16,William L. Wilson,36,McKinley,17,James A. Gary,37,43.8,0.9352641,60.9,0.8927295
0,0,Edwards,LAPARA,7,Live Oak,1897,31,Chas. H.,1897-07-31,1897-11-03,95,McKinley,17,James A. Gary,37,McKinley,17,James A. Gary,37,,,60.9,0.8927295
0,0,Lewis,LAPARA,11,Live Oak,1897,3,Thos. J.,1897-11-03,1899-05-19,562,McKinley,17,James A. Gary,37,McKinley,17,Charles Emory Smith,38,,,60.9,0.8927295
0,0,Warner,OAKVILLE,2,Live Oak,1879,18,Jas. L.,1879-02-18,1880-06-28,496,Hayes,11,David M. Key,26,Hayes,11,Horace Maynard,27,53.4,0.987,53.4,0.987
0,0,Wimmer,OAKVILLE,6,Live Oak,1880,28,Ernst,1880-06-28,1886-03-27,2098,Hayes,11,Horace Maynard,27,Cleveland1,14,William F. Vilas,32,53.4,0.987,100,0.9739218
0,0,Barnes,OAKVILLE,3,Live Oak,1886,27,Felix T.,1886-03-27,1886-07-31,126,Cleveland1,14,William F. Vilas,32,Cleveland1,14,William F. Vilas,32,100,0.9739218,100,0.9739218
0,0,Wimmer,OAKVILLE,7,Live Oak,1886,31,Ernst,1886-07-31,1891-01-22,1636,Cleveland1,14,William F. Vilas,32,Harrison,15,John Wanamaker,34,100,0.9739218,99,1
0,0,Bryer,OAKVILLE,1,Live Oak,1891,22,Chas. F.,1891-01-22,1901-04-24,3744,Harrison,15,John Wanamaker,34,McKinley,18,Charles Emory Smith,38,99,1,60.9,0.8927295
0,1,McCampbell,RAMIRENA,12,Live Oak,1879,16,Jos. W.,1879-12-16,1893-07-10,4955,Hayes,11,David M. Key,26,Cleveland2,16,Wilson S. Bissell,35,53.4,0.987,49.6,0.9352641
0,0,McCampbell,RAMIRENA,7,Live Oak,1893,10,Ralph H.,1893-07-10,1894-03-29,262,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,Wilson S. Bissell,35,49.6,0.9352641,49.6,0.9352641
0,0,McCampbell,RAMIRENA,3,Live Oak,1894,29,Wm. E.,1894-03-29,1897-10-07,1288,Cleveland2,16,Wilson S. Bissell,35,McKinley,17,James A. Gary,37,49.6,0.9352641,60.9,0.8927295
0,0,Sansom,RAMIRENA,10,Live Oak,1897,7,Lella,1897-10-07,1898-03-16,160,McKinley,17,James A. Gary,37,McKinley,17,James A. Gary,37,,,60.9,0.8927295
0,0,Anderson,RAMIRENA,3,Live Oak,1898,16,J. F.,1898-03-16,1898-06-17,93,McKinley,17,James A. Gary,37,McKinley,17,Charles Emory Smith,38,,,60.9,0.8927295
1,0,McCain,RAMIRENA,6,Live Oak,1898,17,Albert G.,1898-06-17,1901-08-15,1154,McKinley,17,Charles Emory Smith,38,McKinley,18,Charles Emory Smith,38,,,60.9,0.8927295
0,1,Walling,BABY HEAD,3,Llano,1879,21,Shelby,1879-03-21,1880-02-26,342,Hayes,11,David M. Key,26,Hayes,11,David M. Key,26,20.9,1,20.9,1
0,0,Fleming,BABY HEAD,2,Llano,1880,26,Jeremiah,1880-02-26,1882-12-18,1026,Hayes,11,David M. Key,26,Arthur,13,Timothy O. Howe,29,20.9,1,88,0.9955621
0,0,Bagley,BABY HEAD,12,Llano,1882,18,Thos. J.,1882-12-18,1883-03-05,77,Arthur,13,Timothy O. Howe,29,Arthur,13,Timothy O. Howe,29,88,0.9955621,88,0.9955621
