NewApp,Last,Office,Month,County,Year,Day,First
0,Howerton,TULAROSA,1,Kinney,1909,9,Wm. J.
0,Cashell,TULAROSA,9,Kinney,1914,15,Mabel A.
1,Whistler,WHISTLER,7,Kinney,1881,7,Margaret E.
0,Garrett,WHISTLER,6,Kinney,1882,27,Warren
0,Stotsenburg,WHISTLER,5,Kinney,1885,4,Enoch M.
0,McKerrow,WHISTLER,1,Kinney,1891,17,Isabella
0,Whitbeck,WHISTLER,11,Kinney,1893,24,Lillie L.
1,Petty,WOODWARD,11,Kinney,1889,20,Jane
0,Kivlin,KINGSVILLE,5,Kleberg,1913,20,M. J.
0,Firnhaber,KINGSVILLE,3,Kleberg,1922,2,Adolph H.
0,Hoffman,KINGSVILLE,7,Kleberg,1928,24,Geo. C.
0,Kinnison,RIVIERA,11,Kleberg,1917,17,Mrs. Aughtie E.
0,Roach,RIVIERA,9,Kleberg,1918,7,John H.
0,Harrison,RIVIERA,10,Kleberg,1927,18,Laura N.
1,Croxen,RIVIERA BEACH,3,Kleberg,1914,10,Wm.
1,Bedford,BENJAMIN,11,Knox,1884,17,Benj. C.
0,Goree,BENJAMIN,4,Knox,1886,23,Robt. D.
0,Martin,BENJAMIN,2,Knox,1890,26,Abe. H.
0,Howell,BENJAMIN,12,Knox,1890,24,John H.
0,Stewart,BENJAMIN,12,Knox,1894,31,Green B.
0,Beavers,BENJAMIN,8,Knox,1897,3,Geo. H.
0,Berry,BENJAMIN,12,Knox,1909,16,John W.
0,Atterbury,BENJAMIN,9,Knox,1911,8,John H.
0,Gillette,BENJAMIN,10,Knox,1914,28,Ward W.
0,Atterbury,BENJAMIN,2,Knox,1922,3,John H.
1,Roach,GILLILAND,5,Knox,1907,17,J. H.
0,Olson,GILLILAND,7,Knox,1907,24,Ole M.
0,Olson,GILLILAND,4,Knox,1922,20,Ole M.
0,McGuire,GILLILAND,1,Knox,1928,10,Fred B.
1,Benedict,GOREE,6,Knox,1888,2,Geo. S.
0,Benedict,GOREE,5,Knox,1890,2,Wm. H.
0,McLendon,GOREE,4,Knox,1891,6,Julius W.
0,Wilson,GOREE,3,Knox,1904,23,Eugene B.
0,Monroe,GOREE,6,Knox,1908,24,Zachary
0,Johnston,GOREE,7,Knox,1913,25,Chas.
1,Cayce,HEFNER,4,Knox,1904,21,Graves
1,Tackitt,KASOGA,4,Knox,1890,5,Wayne
0,Young,KASOGA,2,Knox,1891,20,Frank
0,Reagan,KASOGA,6,Knox,1893,8,Robt. N.
0,Ford,KASOGA,12,Knox,1896,19,Andrew J.
0,Denton,KASOGA,11,Knox,1899,16,Wm. P.
0,Denton,KASOGA,9,Knox,1902,18,Jas. J.
1,Pope,KNOX CITY,9,Knox,1904,16,Wm. B.
0,Towrey,KNOX CITY,5,Knox,1907,20,Melvine A.
0,Clarke,KNOX CITY,12,Knox,1908,16,John E.
0,Anderson,KNOX CITY,7,Knox,1913,2,Sam
0,Clarke,KNOX CITY,3,Knox,1922,14,John E.
1,Munday,MUNDAY,8,Knox,1894,8,Reuben P.
0,Jones,MUNDAY,8,Knox,1895,22,Wm. H.
0,McLendon,MUNDAY,11,Knox,1896,3,Frank J.
0,Tompkins,MUNDAY,7,Knox,1899,15,Geo. T.
0,Riter,MUNDAY,7,Knox,1902,7,Roscoe L.
0,Couch Sr.,MUNDAY,11,Knox,1904,11,John A.
0,Couch,MUNDAY,2,Knox,1910,8,R. C.
0,Diggs,MUNDAY,2,Knox,1914,20,John M.
0,Reneau,MUNDAY,12,Knox,1922,22,John B.
1,Riter,ORIENT,9,Knox,1903,29,Lewis N.
0,Pope,ORIENT,6,Knox,1904,7,Wm. B.
1,Herchenbach,RHINELAND,6,Knox,1895,15,Hugo
0,Menges,RHINELAND,5,Knox,1898,27,John
0,Saafeld,RHINELAND,8,Knox,1900,29,Frank
0,Noll,RHINELAND,12,Knox,1901,27,Arnold
1,Truscott,TRUSCOTT,12,Knox,1889,2,Arizona
0,Truscott,TRUSCOTT,3,Knox,1896,18,Jos. J.
0,Huff,TRUSCOTT,3,Knox,1898,16,Minerva
0,Truscott,TRUSCOTT,3,Knox,1896,18,Jas. J.
2,Holmes,TRUSCOTT,4,Knox,1901,16,Geo. L.
0,Westbrook,TRUSCOTT,9,Knox,1902,10,John H.
0,Murphy,TRUSCOTT,5,Knox,1907,8,Ed. L.
0,Ray,TRUSCOTT,11,Knox,1908,20,Chas. A.
0,Guynn,TRUSCOTT,11,Knox,1911,24,Oron B.
0,Brown,TRUSCOTT,2,Knox,1914,4,Geo. W.
0,Hickman,TRUSCOTT,4,Knox,1920,28,Lester D.
0,Hutton,TRUSCOTT,5,Knox,1921,10,H. Calvin
1,Ballard,VERA,11,Knox,1890,19,Geo. W.
0,Breedlove,VERA,5,Knox,1907,10,Edgar H.
0,Spinks,VERA,11,Knox,1913,1,Raleigh C.
1,O'Daniel,AMBIA,6,Lamar,1886,17,Geo. F.
0,Boyd,AMBIA,5,Lamar,1887,10,John D.
0,Martin,AMBIA,4,Lamar,1892,6,Wm. F.
0,Hamblin,AMBIA,4,Lamar,1893,18,Andrew A.
0,Boyd,AMBIA,4,Lamar,1894,5,Thad S.
0,Boyd,AMBIA,5,Lamar,1896,19,John D.
0,Logne,AMBIA,11,Lamar,1899,22,Ulysses S.
0,Austin,AMBIA,1,Lamar,1905,17,Francis M.
1,Bailey,AMHERST,7,Lamar,1904,11,Earley J.
1,Arthur,ARTHUR CITY,8,Lamar,1886,28,John H.
0,Everest,ARTHUR CITY,11,Lamar,1897,19,Herbert H.
0,Thomas,ARTHUR CITY,7,Lamar,1898,21,Beauchamp B.
0,Arthur,ARTHUR CITY,7,Lamar,1901,8,John H.
0,Tinnin,ARTHUR CITY,5,Lamar,1904,2,Larry H.
0,Tunnell,ARTHUR CITY,2,Lamar,1905,16,Mary
0,Wilkins,ARTHUR CITY,9,Lamar,1906,14,Jas. C.
0,Wilkins,ARTHUR CITY,3,Lamar,1914,30,Vance R.
0,Wilkins,ARTHUR CITY,12,Lamar,1915,8,Jas. C.
1,Price,ATLAS,2,Lamar,1884,13,Jas. E.
0,Porter,ATLAS,5,Lamar,1885,4,John C.
0,Dunagan,ATLAS,5,Lamar,1887,23,Horace B.
0,Yates,ATLAS,2,Lamar,1901,19,Jas. M.
0,Patterson,ATLAS,6,Lamar,1902,16,Rice M.
0,Wooldridge,ATLAS,5,Lamar,1910,2,Harrison
0,Keener,ATLAS,5,Lamar,1923,7,John L.
1,Milling,BAIRD,5,Lamar,1880,3,Wm. A.
1,Harkey,BELK,12,Lamar,1899,7,Chas. C.
0,Hall,BELK,10,Lamar,1902,22,Harrison
1,Nelson,BEN FRANKLIN,9,Lamar,1853,8,Isaac B.
0,Hoge,BEN FRANKLIN,3,Lamar,1854,17,Edw. A.
0,Nidever,BEN FRANKLIN,7,Lamar,1854,18,Mark A.
0,Kennedy,BEN FRANKLIN,7,Lamar,1861,12,Jas. L.
0,Griffin,BEN FRANKLIN,9,Lamar,1862,11,Mrs. Susan
2,Shotwell,BEN FRANKLIN,3,Lamar,1867,19,Jos. L.
3,Ayres,BEN FRANKLIN,2,Lamar,1869,11,Miss Nancy J.
0,Bell,BEN FRANKLIN,5,Lamar,1870,31,Fred C.
0,Vansant,BEN FRANKLIN,2,Lamar,1874,9,Jas. M.
0,Dooley,BEN FRANKLIN,12,Lamar,1889,26,Mrs. Annie
0,Ross,BEN FRANKLIN,2,Lamar,1891,16,Stephen D.
0,Ross,BEN FRANKLIN,8,Lamar,1894,2,Hattie A.
0,Ross,BEN FRANKLIN,10,Lamar,1898,27,Stephen D.
0,Miller,BEN FRANKLIN,5,Lamar,1910,20,Wm. B.
-1,Milling,BIARD,5,Lamar,1880,24,Wm. A.
-2,Milling,BIARDSTOWN,2,Lamar,1883,27,Wm. A.
0,Milling,BIARDSTOWN,4,Lamar,1888,18,Sarah E.
0,Lentz,BIARDSTOWN,4,Lamar,1892,2,Sarah E.
0,Gunn,BIARDSTOWN,3,Lamar,1930,15,Wm. M.
1,Byrn,BLOSSOM,2,Lamar,1888,29,Wm. H.
0,Eades,BLOSSOM,12,Lamar,1889,28,Green B.
0,Boone,BLOSSOM,8,Lamar,1893,11,Jas. M.
0,Eades,BLOSSOM,8,Lamar,1897,7,Newton H.
0,Black,BLOSSOM,11,Lamar,1900,22,Eugene
0,Hancock,BLOSSOM,10,Lamar,1901,23,John W.
0,Williams,BLOSSOM,10,Lamar,1902,22,John W.
0,Eades,BLOSSOM,1,Lamar,1909,14,Newton H.
0,Black,BLOSSOM,3,Lamar,1912,27,Alex. P.
0,Eades,BLOSSOM,10,Lamar,1912,28,Hugh B.
0,Burke,BLOSSOM,6,Lamar,1913,5,Minnie
0,Eades,BLOSSOM,2,Lamar,1922,3,Hugh B.
1,Wilson,BLOSSOM PRAIRIE,5,Lamar,1849,12,Geo.
2,Dickerson,BLOSSOM PRAIRIE,4,Lamar,1852,29,Thos. J.
0,Murphey,BLOSSOM PRAIRIE,12,Lamar,1855,20,Lorenzo D.
0,Young,BLOSSOM PRAIRIE,8,Lamar,1857,10,John C.
0,Young,BLOSSOM PRAIRIE,8,Lamar,1861,5,John C.
3,Jordan,BLOSSOM PRAIRIE,7,Lamar,1869,15,Jas.
0,Flenniken,BLOSSOM PRAIRIE,12,Lamar,1874,26,David G.
0,Byrn,BLOSSOM PRAIRIE,12,Lamar,1886,7,Wm. H.
1,Roberts,BLUEBIRD,7,Lamar,1904,11,Rufus A.
1,Banks,BOGGY,5,Lamar,1860,9,Robt.
1,McEldowney,BOX,1,Lamar,1884,21,Miss Susan J.
0,McEldowney,BOX,5,Lamar,1886,6,Robt. S. P.
1,Hutchings,BROADWAY,3,Lamar,1890,31,Frank E.
0,Smallwood,BROADWAY,11,Lamar,1896,5,Jas. F.
0,Hutchings,BROADWAY,3,Lamar,1899,15,Frank E.
0,Justiss,BROADWAY,12,Lamar,1900,22,Wm. R.
0,Smallwood,BROADWAY,3,Lamar,1902,11,Jas. F.
1,Brodie,BRODIE,4,Lamar,1891,25,John L.
0,Jones,BRODIE,2,Lamar,1892,18,Geo. M.
1,Mayo,BROOKSTON,12,Lamar,1873,1,Robt. P.
0,Walker,BROOKSTON,4,Lamar,1874,19,Jas. O.
0,Lewis,BROOKSTON,11,Lamar,1874,23,Jas. L.
0,Walker,BROOKSTON,7,Lamar,1876,25,Jas. O.
0,Mallory,BROOKSTON,3,Lamar,1883,12,Frank D.
0,Roach,BROOKSTON,2,Lamar,1890,10,Lydia C.
0,Hawkins,BROOKSTON,4,Lamar,1894,18,Jones M.
0,Steele,BROOKSTON,5,Lamar,1894,18,E. H. B.
0,Steele,BROOKSTON,3,Lamar,1896,14,Geo. T.
0,Roach,BROOKSTON,7,Lamar,1898,11,Fred
0,Garner,BROOKSTON,9,Lamar,1906,10,Arthur E.
0,Jennings,BROOKSTON,9,Lamar,1911,30,Carroll B.
0,Scheide,BROOKSTON,11,Lamar,1914,11,Otto A.
1,House,CATHRON'S STORE,9,Lamar,1878,5,Jas. N.
0,Hamilton,CATHRON'S STORE,12,Lamar,1880,27,J. C.
0,McDonald,CATHRON'S STORE,2,Lamar,1881,7,Chas.
0,Hammack,CATHRON'S STORE,6,Lamar,1881,27,Thos. J.
0,Stewart,CATHRON'S STORE,3,Lamar,1884,7,Jos. S.
0,Nicholson,CATHRON'S STORE,2,Lamar,1889,4,Marshal D.
0,Collins,CATHRON'S STORE,5,Lamar,1892,11,Wallace
0,Wright,CATHRON'S STORE,2,Lamar,1898,3,Franklin L.
0,Cornehon,CATHRON'S STORE,10,Lamar,1902,28,Jos. B.
0,Sikes,CATHRON'S STORE,2,Lamar,1903,25,Annie E.
0,Davis,CATHRON'S STORE,7,Lamar,1905,28,Houston N.
0,Johnson,CAVINESS,5,Lamar,1919,2,Wm. M.
0,Little,CAVINESS,1,Lamar,1925,27,Edgar
1,Belvin,CHICOTA,11,Lamar,1879,11,Edgar P.
0,Littlejohn,CHICOTA,11,Lamar,1880,29,Chas. P.
0,Hughes,CHICOTA,10,Lamar,1887,24,John W.
0,Littlejohn,CHICOTA,11,Lamar,1880,29,Chas. P.
0,Carpenter,CHICOTA,2,Lamar,1894,3,Wm. T.
0,Houser,CHICOTA,2,Lamar,1902,21,Wm. P.
0,Wilkins,CHICOTA,10,Lamar,1905,12,Laura
0,Spears,CHICOTA,3,Lamar,1906,14,Laura
0,Housen,CHICOTA,8,Lamar,1906,21,Wm. P.
0,Townsend,CHICOTA,7,Lamar,1907,8,Chas. H.
0,Westbrook,CHICOTA,9,Lamar,1912,5,Willie M.
0,Gustin,CHICOTA,3,Lamar,1913,19,Marion L.
0,Seay,CHICOTA,4,Lamar,1917,11,Leona G.
1,Dunlap,CLARDY,5,Lamar,1899,29,Jas. M.
0,Martin,CLARDY,3,Lamar,1900,30,Wm. N.
0,Carter,CLARDY,2,Lamar,1903,25,John L.
0,Dunlap,CLARDY,10,Lamar,1905,19,Eliza D.
1,Cleere,CLEERE,12,Lamar,1898,24,Lawrence P.
1,Clark,COMPASS,3,Lamar,1885,3,Jas. B.
0,Barbee,COMPASS,4,Lamar,1886,27,Wesley
0,Barbee,COMPASS,5,Lamar,1886,26,John Wesley
1,Womack,COTTON PLANT,7,Lamar,1870,22,Geo. M.
0,Brackeen,COTTON PLANT,5,Lamar,1877,21,Wm. T.
0,Ford,COX,12,Lamar,1885,8,Jas.
1,Ginisin,CRAIGS,11,Lamar,1883,13,H. F.
1,Crafton,CUNNINGHAM,8,Lamar,1912,31,Tilman A.
0,Cunningham,CUNNINGHAM,9,Lamar,1916,23,Edgar
0,Higgins,CUNNINGHAM,5,Lamar,1919,20,Wm. F.
0,Nelson,CUNNINGHAM,9,Lamar,1919,23,Clarence R.
0,Higgins,CUNNINGHAM,5,Lamar,1921,20,Wm. F.
1,Corrin,DA-HONEY,2,Lamar,1885,25,John T.
0,Moncrief,DAVIS,1,Lamar,1885,28,David A.
0,DeWitt,DAVIS,4,Lamar,1893,24,Chas. A.
0,Higgs,DAVIS,11,Lamar,1896,18,Wm. A.
0,McCuistion,DAVIS,10,Lamar,1901,22,Watt G.
0,Higgs,DAVIS,2,Lamar,1905,17,Wm. A.
1,Nobles,DEPORT,11,Lamar,1883,21,Millard C.
0,Pirtle,DEPORT,1,Lamar,1890,23,John P.
0,New,DEPORT,6,Lamar,1891,27,Hardy C.
0,Eubanks,DEPORT,12,Lamar,1893,11,Thos. A.
0,Bateman,DEPORT,7,Lamar,1899,1,Aug.
0,Bryant,DEPORT,3,Lamar,1904,15,J. R.
0,Lawler,DEPORT,4,Lamar,1911,1,Wilson I.
0,Read,DEPORT,11,Lamar,1914,1,Isaac L.
0,Lawler,DEPORT,7,Lamar,1923,28,Wilson I.
1,Lambeth,DIRECT,9,Lamar,1887,3,Dora A.
0,Kuykendall,DIRECT,9,Lamar,1888,26,Andrew
0,Dohoney,DIRECT,5,Lamar,1904,4,Robt. H.
0,Loftin,DIRECT,4,Lamar,1920,30,Chas. D.
0,Dohoney,DIRECT,1,Lamar,1925,22,Robt. H.
0,Green,DIRECT,8,Lamar,1925,3,Chas. E.
1,Stuckey,DIXIE,5,Lamar,1890,26,Calvin
0,Dolbow,DIXIE,3,Lamar,1895,13,Chas. K.
0,Dolbow,DIXIE,9,Lamar,1897,10,Arabella E.
1,Yarbrough,DOWLIN,1,Lamar,1882,23,David W.
1,Norvell,EMBERSON,9,Lamar,1878,23,Jas. H.
0,Goodgion,EMBERSON,5,Lamar,1883,7,Jas. C.
0,Griffin,EMBERSON,4,Lamar,1885,29,Jas. S.
0,Chrisp,EMBERSON,5,Lamar,1891,26,Jas. L.
1,Faught,FAUGHT,4,Lamar,1893,18,Robt. H.
0,Clarkson,FAUGHT,4,Lamar,1901,3,Wm. E.
0,Rose,FAUGHT,12,Lamar,1902,22,Geo. L.
1,Maroney,FINCH,10,Lamar,1892,17,Wm. L.
0,Davis,FINCH,9,Lamar,1897,10,Geo. S.
0,Bailey,FINCH,11,Lamar,1897,20,P. B.
1,Herd,FORWARD,7,Lamar,1904,11,Jos. E.
0,Wisely,FORWARD,1,Lamar,1909,29,Wm. G.
1,Thompson,FREAN,4,Lamar,1892,29,Guy L.
1,Harmon,GADSDEN,3,Lamar,1891,7,Wm. Y.
0,Moon,GADSDEN,8,Lamar,1891,11,Barney H.
1,Criss,GANTT,10,Lamar,1902,25,Jas. M.
1,Garrett,GARRETTS,4,Lamar,1881,18,Jesse L.
0,Garrett Jr.,GARRETTS,11,Lamar,1888,21,Jesse L.
0,Pierson,GARRETTS,8,Lamar,1889,31,Jas. R.
0,Cannon,GARRETTS,9,Lamar,1890,19,Robt. H.
1,Garrett,GARRETTS BLUFF [1],8,Lamar,1873,28,Jesse L.
1,White,GARRETTS BLUFF [2],9,Lamar,1893,19,Sidney
0,Garrett,GARRETTS BLUFF [2],3,Lamar,1896,18,Henry P.
1,Johnson,GEORGIAVILLE,5,Lamar,1860,29,Alex.
0,Johnson,GEORGIAVILLE,3,Lamar,1862,13,Alex
1,Gipson,GIBSON,5,Lamar,1881,26,Jas. J.
0,McReynolds,GIBSON,3,Lamar,1883,26,John F.
0,McLendon,GIBSON,9,Lamar,1884,22,Jacob H.
0,Womack,GIBSON,1,Lamar,1888,17,Rufus V.
0,Wilson,GIBSON,11,Lamar,1888,28,Wm. A.
0,O'Neal,GIBSON,1,Lamar,1892,15,Chas. C.
0,Phillips,GIBSON,2,Lamar,1892,2,John H.
0,O'Neal,GIBSON,8,Lamar,1892,3,John B. H.
0,Walker,GIBSON,7,Lamar,1894,20,John
0,Rodgers,GIBSON,12,Lamar,1894,13,Thos. J.
0,Booth,GIBSON,2,Lamar,1895,20,John T.
0,Roberts,GIBSON,2,Lamar,1900,10,Jas. W.
1,Russell,GIVENS,5,Lamar,1891,2,Marcus L.
0,Whitten,GIVENS,11,Lamar,1893,29,Asbery B.
2,Whitten,GIVENS,12,Lamar,1899,23,Asbery B.
1,Wheeler,GLOBE,3,Lamar,1899,9,Wm. A.
0,Halcomb,GLOBE,2,Lamar,1906,13,Thos. H.
0,Smith,GLORY,2,Lamar,1895,28,Wm. M.
0,Kirkpatrick,GLORY,1,Lamar,1897,26,Mary F.
0,Baxter,GLORY,3,Lamar,1898,15,Jas. L.
0,Baxter,GLORY,6,Lamar,1902,16,Rufus M.
0,Ratliff,GLORY,2,Lamar,1903,25,Geo. C.
0,Ratliff,GLORY,9,Lamar,1903,17,Thos. J.
0,Young,GLORY,4,Lamar,1905,26,Robt. H.
0,Ludwick,GLORY,12,Lamar,1908,14,Oscar W.
0,Baxter,GLORY,8,Lamar,1912,17,Marcus M.
1,Marr,GROVE,3,Lamar,1880,18,Jas. A.
0,Hudson,GROVE,3,Lamar,1890,12,Henry S.
0,Bost,GROVE,4,Lamar,1893,24,Aaron V.
1,Drummond,HARMON,1,Lamar,1900,15,Benj. F.
0,Carlock,HARMON,6,Lamar,1906,29,Geo. D.
1,Reed,HARRELLTON,1,Lamar,1901,17,Mary
1,High,HIGH,2,Lamar,1891,26,McDaniel
0,Smiley,HIGH,3,Lamar,1895,26,Mack L.
0,Coleman,HIGH,2,Lamar,1899,13,David A.
0,Coleman,HIGH,2,Lamar,1907,2,Ruth A.
0,Coleman,HIGH,5,Lamar,1908,6,David A.
0,Parrish,HIGH,3,Lamar,1910,17,Martha A.
0,Wood,HIGH,1,Lamar,1913,21,Clara
0,Coleman,HIGH,5,Lamar,1916,27,Margaret I.
0,Eason,HIGH,8,Lamar,1918,24,Effie I.
0,Coleman,HIGH,9,Lamar,1919,26,Margaret I.
0,Eason,HIGH,7,Lamar,1920,2,Drucilla M.
0,Miller,HIGH,10,Lamar,1921,13,Mrs. Rena J.
0,Ryan,HIGH,2,Lamar,1922,3,Marietta L.
0,Crumley,HIGH,1,Lamar,1926,5,Robt. F.
0,Ryan,HIGH,4,Lamar,1926,3,Marietta L.
1,Darby,HINCKLEY,10,Lamar,1902,27,Jas. T.
1,Beasley,HOOVER,12,Lamar,1897,9,Olive
0,Hoover,HOOVER,4,Lamar,1899,7,Sam. P.
-1,Bost,HOWLAND,7,Lamar,1897,21,Aaron V.
0,White,HOWLAND,10,Lamar,1897,14,Sidney
0,Justiss,HOWLAND,4,Lamar,1900,3,Thos. F.
0,Wilson,HOWLAND,2,Lamar,1901,19,Jas. S.
0,Strickland,HOWLAND,3,Lamar,1902,20,Odious A.
0,Brackeen,HOWLAND,10,Lamar,1905,19,Joel S.
0,Smith,HOWLAND,2,Lamar,1909,24,Joe W.
0,Bost,HOWLAND,12,Lamar,1909,16,Aaron V.
0,Burgess,HOWLAND,3,Lamar,1914,19,Kendall B.
0,Flowers,HOWLAND,4,Lamar,1920,10,Jas. T.
0,Baxter,HOWLAND,8,Lamar,1924,13,Rufus M.
0,Matthews,HOWLAND,9,Lamar,1925,22,Thos.
0,Baxter,HOWLAND,6,Lamar,1928,2,Crede
0,Tudor,HOWLAND,3,Lamar,1929,23,Aylene
1,Osborn,INGLEWOOD,3,Lamar,1862,20,Isham J.
0,Sparks,INGLEWOOD,8,Lamar,1864,1,Martin
1,Morgan,JENNINGS,11,Lamar,1885,16,Thos. C.
0,Hudson,JENNINGS,4,Lamar,1893,24,Wiley H.
0,Jenning,JENNINGS,3,Lamar,1896,30,Wm. W.
0,Bullington,JENNINGS,11,Lamar,1898,2,John T.
0,Morgan,JENNINGS,1,Lamar,1899,27,Thos. C.
0,Joyner,JENNINGS,2,Lamar,1901,7,Raymond E.
1,Wood,LAKE CREEK,11,Lamar,1848,30,John
0,Cox,LAKE CREEK,1,Lamar,1850,22,Geo. W.
0,Terrell,LAKE CREEK,3,Lamar,1854,31,Zach. R.
-1,[Cg'd] to CHARLESTON,LAKE CREEK,6,Lamar,1857,1,Hopkins Co.
1,Wilhite,MAXEY,3,Lamar,1880,9,Benj. F.
0,Robinson,MAXEY,12,Lamar,1884,4,Jas. E.
0,Nixon,MAXEY,2,Lamar,1886,24,Geo. G.
0,Barbee,MAXEY,1,Lamar,1889,25,John W.
0,Robinson,MAXEY,12,Lamar,1889,3,Jas. E.
0,Barbee,MAXEY,4,Lamar,1893,24,John W.
0,Nixon,MAXEY,2,Lamar,1894,13,Henry M.
0,McDonald,MAXEY,12,Lamar,1895,7,Chas.
0,Wheeler,MAXEY,10,Lamar,1896,24,Washington
0,Carter,MAXEY,4,Lamar,1906,19,Thos. A.
0,Hammack,MAXEY,5,Lamar,1913,5,Joe M.
0,Nelms,MAXEY,1,Lamar,1914,27,Nathan L.
0,Nixon,MAXEY,6,Lamar,1918,22,Sam E.
0,Wheeler,MAXEY,11,Lamar,1919,13,Washington
1,Fulton,MEDILL,5,Lamar,1901,27,Wm. L.
0,Walker,MEDILL,1,Lamar,1907,2,Miss Allie
0,Saffell,MEDILL,5,Lamar,1908,8,Dora
0,Jones,MEDILL,10,Lamar,1908,16,Jas. D.
0,Jones,MEDILL,8,Lamar,1916,9,Laura M.
0,Robinson,MILLER'S,6,Lamar,1848,15,Joseph C.
0,Mowrey,MILTON,12,Lamar,1874,28,Moses
3,Lawrence,MILTON,5,Lamar,1880,3,Sarah A.
0,Lawrence,MILTON,11,Lamar,1881,1,M. E.
0,Hayes,MILTON,1,Lamar,1883,7,Thos. H.
4,Mowrey,MILTON,11,Lamar,1885,6,Lewis D.
0,Robinson,MILTON,8,Lamar,1889,28,Laurence B.
0,Wright,MILTON,11,Lamar,1891,28,John W.
0,Jeffus,MILTON,3,Lamar,1896,17,Wm. A.
0,Kinsey,MILTON,12,Lamar,1898,17,Wilson M.
1,Parker,MINTER,4,Lamar,1882,10,Minter H.
0,Payne,MINTER,3,Lamar,1884,24,Hiram E.
0,Craft,MINTER,11,Lamar,1887,22,John C.
0,Ball,MINTER,2,Lamar,1892,23,John G.
0,Payne,MINTER,4,Lamar,1893,24,Hiram E
0,Pollard,MINTER,2,Lamar,1894,12,Francis M.
0,Holt,MINTER,6,Lamar,1910,16,Wm. C.
0,Ratliff,MINTER,4,Lamar,1915,12,Jas. H.
0,Murrell,MINTER,2,Lamar,1920,26,Joe N.
0,Cross,MINTER,4,Lamar,1922,12,Steve S.
1,Fields,NEED,7,Lamar,1888,13,Wm.
0,Walker,NEED,3,Lamar,1890,10,Wm. J.
0,Kerr,NEED,5,Lamar,1893,15,John D.
0,Bledsoe,NEW PLEASANT GROVE,7,Lamar,1879,17,Wm. A.
1,Swafford,NOBLE,11,Lamar,1886,6,Wm.W.
0,Maness,NOBLE,5,Lamar,1891,26,Houston G.
0,Harris,NOBLE,7,Lamar,1905,18,Finis L.
1,Braden,NOWELL,4,Lamar,1900,4,David W.
1,Yates,ODD'S CREEK,5,Lamar,1848,31,Thos.
1,Ervin,OZARK,12,Lamar,1897,9,Jackson C.
0,Martin,OZARK,2,Lamar,1901,19,John W.
0,Reeves,OZARK,10,Lamar,1901,22,Jas. E.
1,Wooldridge,PADDOCK,7,Lamar,1902,1,Ed.
1,Gilliam,PARIS,5,Lamar,1846,22,Francis B.
0,Latimer,PARIS,1,Lamar,1849,3,J. W.
0,Coles,PARIS,11,Lamar,1849,13,Wm. T. F.
0,Bonner,PARIS,12,Lamar,1851,3,Whitmell T.
0,Kennedy,PARIS,3,Lamar,1852,31,Thos. F.
0,Clement,PARIS,6,Lamar,1852,25,Simon E.
0,Price,PARIS,6,Lamar,1853,11,Robt.
0,Hearn,PARIS,10,Lamar,1853,25,Thos. B.
0,Francis,PARIS,5,Lamar,1854,12,Robt. B.
0,Farrar,PARIS,3,Lamar,1855,6,Jas. J.
0,Miles,PARIS,5,Lamar,1856,29,Francis
0,Moore,PARIS,8,Lamar,1861,6,John
0,Burnett,PARIS,10,Lamar,1861,3,H.
0,Armstrong,PARIS,10,Lamar,1865,18,Patrick H.
0,Broad,PARIS,4,Lamar,1866,6,John W.
0,Underwood,PARIS,2,Lamar,1870,1,B. F.
0,Fowler,PARIS,4,Lamar,1870,25,John H.
0,Moore,PARIS,1,Lamar,1871,23,Henry
0,Craige,PARIS,11,Lamar,1873,22,Jas. T.
0,Wells,PARIS,7,Lamar,1883,20,Isaiah W.
0,Craige,PARIS,1,Lamar,1884,7,Jas. T.
0,Pegues,PARIS,12,Lamar,1886,20,Chas. B.
0,Russell,PARIS,12,Lamar,1890,6,Elmore A.
0,Gaines,PARIS,1,Lamar,1895,10,Isaac T.
0,Gibbons,PARIS,6,Lamar,1897,8,Patrick B.
0,Dickerson,PARIS,1,Lamar,1906,31,Jas. J.
0,Hubbard,PARIS,2,Lamar,1914,20,Aug. G.
0,Dickerson,PARIS,4,Lamar,1921,30,Jas. J.
1,Patton,PATTONVILLE,10,Lamar,1860,25,Robt. J.
0,Patton,PATTONVILLE,8,Lamar,1861,5,Robt. J.
2,Newburn,PATTONVILLE,4,Lamar,1871,12,Miss Nancy E.
0,Patton,PATTONVILLE,5,Lamar,1874,18,Robt J.
0,Ruff,PATTONVILLE,3,Lamar,1880,29,David E.
0,Hallins,PATTONVILLE,4,Lamar,1885,29,Wm. E.
0,James,PATTONVILLE,3,Lamar,1890,31,Wm. B.
0,Abels,PATTONVILLE,12,Lamar,1892,3,John W.
0,Buford,PATTONVILLE,10,Lamar,1897,26,Jas. S.
0,McCuistion,PATTONVILLE,8,Lamar,1898,9,Lillian A.
0,Bear,PATTONVILLE,3,Lamar,1910,11,Minnie E.
0,King,PATTONVILLE,8,Lamar,1910,17,Henry L.
0,Martin,PATTONVILLE,7,Lamar,1917,30,Romy L.
0,Holcomb,PATTONVILLE,11,Lamar,1918,7,Lela M.
0,Jones,PATTONVILLE,7,Lamar,1920,23,Vicie
0,McDowra,PATTONVILLE,7,Lamar,1922,15,Mrs. Vicie
0,Cherry,PATTONVILLE,11,Lamar,1928,16,Lucy I.
0,Mazy,PATTONVILLE,6,Lamar,1929,12,Lawson
