NewApp,Last,Office,Month,County,Year,Day,First,Date,EndDate,Duration,AppointingPresident,AppointingPresidentIndex,DismissingPresident,DismissingPresidentIndex,EndType
0,King,ABBOTT,4,Hill,1914,7,John W.,4/7/1914,11/22/1920,2421,Wilson1,22,Wilson2,23,0
0,Richards,ABBOTT,11,Hill,1920,22,West H.,11/22/1920,1/17/1922,421,Wilson2,23,Harding,24,0
0,Hixson,ABBOTT,1,Hill,1922,17,Anderson J.,1/17/1922,na,na,Harding,24,na,na,na
1,Terry,AQUILLA,12,Hill,1859,12,Claiborne,12/12/1859,4/10/1861,485,Buchanan,5,Lincoln1,6,1
0,Terrell,AQUILLA,3,Hill,1862,1,C.,3/1/1862,12/20/1864,1025,Lincoln1,6,Lincoln1,6,0
0,Patten,AQUILLA,12,Hill,1864,20,G. W.,12/20/1864,8/4/1887,8262,Lincoln1,6,Cleveland1,14,0
0,Ballard,AQUILLA,8,Hill,1887,4,Bland W.,8/4/1887,8/21/1897,3670,Cleveland1,14,McKinley,17,0
0,Gresham,AQUILLA,8,Hill,1897,21,Emma,8/21/1897,8/7/1900,1081,McKinley,17,McKinley,17,0
0,Vaughan,AQUILLA,8,Hill,1900,7,Emma,8/7/1900,8/25/1902,748,McKinley,17,Roosevelt1,19,0
0,Preston,AQUILLA,8,Hill,1902,25,Wilber R.,8/25/1902,11/9/1914,4459,Roosevelt1,19,Wilson1,22,0
0,Bellah,AQUILLA,11,Hill,1914,9,Jas. A.,11/9/1914,5/6/1921,2370,Wilson1,22,Harding,24,0
0,Vaughan,AQUILLA,5,Hill,1921,6,Robt. W.,5/6/1921,7/7/1923,792,Harding,24,Harding,24,0
0,Finley,AQUILLA,7,Hill,1923,7,Mrs. Ruth,7/7/1923,na,na,Harding,24,na,na,na
0,Malone,ASH CREEK,4,Hill,1875,2,Mrs. Mary R.,4/2/1875,1/18/1876,291,Grant2,10,Grant2,10,0
0,Simmons,ASH CREEK,1,Hill,1876,18,Mrs. Mary E.,1/18/1876,12/20/1880,1798,Grant2,10,Hayes,11,0
0,Yates,ASH CREEK,12,Hill,1880,20,Barbara,12/20/1880,5/24/1883,885,Hayes,11,Arthur,13,1
1,Byerley,BIROME,8,Hill,1912,29,Isaac C.,8/29/1912,12/19/1919,2668,Taft,21,Wilson2,23,0
0,Cole,BIROME,12,Hill,1919,19,Wm. F.,12/19/1919,5/22/1925,1981,Wilson2,23,Hoover,26,0
0,Clements,BIROME,5,Hill,1925,22,Lee,5/22/1925,6/29/1927,768,Hoover,26,Hoover,26,0
0,Kellogg,BIROME,6,Hill,1927,29,Virgil,6/29/1927,1/5/1928,190,Hoover,26,Hoover,26,0
0,Cantrell,BIROME,1,Hill,1928,5,Alvin E.,1/5/1928,na,na,Hoover,26,na,na,na
0,Hines,BLANTON,9,Hill,1881,27,W. H.,9/27/1881,6/22/1883,633,Arthur,13,Arthur,13,0
0,Holbert,BLANTON,6,Hill,1883,22,Joel P.,6/22/1883,10/10/1883,110,Arthur,13,Arthur,13,0
0,Herring,BLANTON,10,Hill,1883,10,Jas. M.,10/10/1883,9/18/1884,344,Arthur,13,Arthur,13,0
0,Hines,BLANTON,9,Hill,1884,18,Wm. H.,9/18/1884,1/4/1893,3030,Arthur,13,Harrison,15,0
0,Read,BLANTON,1,Hill,1893,4,Lemuel M.,1/4/1893,7/31/1893,208,Harrison,15,Cleveland2,16,0
0,Thrasher,BLANTON,7,Hill,1893,31,Arvilla J.,7/31/1893,3/6/1901,2774,Cleveland2,16,McKinley,18,0
0,Butterworth,BLANTON,3,Hill,1901,6,John M.,3/6/1901,11/14/1901,253,McKinley,18,Roosevelt1,19,0
0,Snell,BLANTON,11,Hill,1901,14,Joe M.,11/14/1901,10/15/1902,335,Roosevelt1,19,Roosevelt1,19,1
1,Thames,BLUM,1,Hill,1882,17,Asa,1/17/1882,2/13/1890,2949,Arthur,13,Harrison,15,0
0,Hunt,BLUM,2,Hill,1890,13,Donald P.,2/13/1890,3/21/1894,1497,Harrison,15,Cleveland2,16,0
0,Webster,BLUM,3,Hill,1894,21,Della M.,3/21/1894,2/28/1895,344,Cleveland2,16,Cleveland2,16,0
0,McCluskey,BLUM,2,Hill,1895,28,Geo.,2/28/1895,1/17/1899,1419,Cleveland2,16,McKinley,17,0
0,Pogue,BLUM,1,Hill,1899,17,Oscar A.,1/17/1899,1/13/1905,2187,McKinley,17,Roosevelt1,19,0
0,Stratton,BLUM,1,Hill,1905,13,Clyde O.,1/13/1905,3/17/1908,1159,Roosevelt1,19,Roosevelt2,20,0
0,Nelson,BLUM,3,Hill,1908,17,Ed. E.,3/17/1908,9/15/1923,5660,Roosevelt2,20,Coolidge,25,0
0,Stratton,BLUM,9,Hill,1923,15,Jas. M.,9/15/1923,na,na,Coolidge,25,na,na,na
1,Harrington,BRANDON,8,Hill,1873,22,Jas. R.,8/22/1873,12/4/1877,1565,Grant2,10,Hayes,11,0
0,Howe,BRANDON,12,Hill,1877,4,R. B.,12/4/1877,3/5/1878,91,Hayes,11,Hayes,11,0
0,Harrington,BRANDON,3,Hill,1878,5,Jas. R.,3/5/1878,2/3/1879,335,Hayes,11,Hayes,11,1
2,Harrington,BRANDON,4,Hill,1879,15,Jas. R.,4/15/1879,3/22/1892,4725,Hayes,11,Harrison,15,0
0,Neal,BRANDON,3,Hill,1892,22,John H.,3/22/1892,4/3/1893,377,Harrison,15,Cleveland2,16,0
0,Jones,BRANDON,4,Hill,1893,3,Murcellus H.,4/3/1893,7/1/1897,1550,Cleveland2,16,McKinley,17,0
0,Williams,BRANDON,7,Hill,1897,1,Abner B.,7/1/1897,3/18/1902,1720,McKinley,17,Roosevelt1,19,0
0,Blalock,BRANDON,3,Hill,1902,18,Annie,3/18/1902,1/25/1906,1409,Roosevelt1,19,Roosevelt2,20,0
0,Gunter,BRANDON,1,Hill,1906,25,Robt. E. L.,1/25/1906,5/17/1907,477,Roosevelt2,20,Roosevelt2,20,0
0,Blocker,BRANDON,5,Hill,1907,17,Robt. M.,5/17/1907,2/28/1917,3575,Roosevelt2,20,Wilson1,22,0
0,Owens,BRANDON,2,Hill,1917,28,Sarah K.,2/28/1917,na,na,Wilson1,22,na,na,na
1,Murphy,BRIGMAN,4,Hill,1898,22,Wm. A.,4/22/1898,8/26/1898,126,McKinley,17,McKinley,17,0
0,Austin,BRIGMAN,8,Hill,1898,26,Jas. W.,8/26/1898,1/21/1899,148,McKinley,17,McKinley,17,0
0,Bailey,BRIGMAN,1,Hill,1899,21,Robt. L.,1/21/1899,10/22/1900,639,McKinley,17,McKinley,17,0
0,Campbell,BRIGMAN,10,Hill,1900,22,Henderson T.,10/22/1900,5/16/1902,571,McKinley,17,Roosevelt1,19,0
0,Collins,BRIGMAN,5,Hill,1902,16,Dan L.,5/16/1902,10/20/1903,522,Roosevelt1,19,Roosevelt1,19,1
1,Hornsby,BURDETTE,8,Hill,1903,11,Russel F.,8/11/1903,4/14/1906,977,Roosevelt1,19,Roosevelt2,20,1
1,Holcomb,BYNUM,8,Hill,1886,20,Bird W.,8/20/1886,12/27/1890,1590,Cleveland1,14,Harrison,15,0
0,Legate,BYNUM,12,Hill,1890,27,Mary E.,12/27/1890,11/16/1891,324,Harrison,15,Harrison,15,0
0,Muckelvane,BYNUM,11,Hill,1891,16,Henry M.,11/16/1891,4/6/1899,2698,Harrison,15,McKinley,17,0
0,King,BYNUM,4,Hill,1899,6,John E.,4/6/1899,3/2/1901,695,McKinley,17,McKinley,17,0
0,Echols,BYNUM,3,Hill,1901,2,Chris. C.,3/2/1901,11/3/1902,611,McKinley,17,Roosevelt1,19,0
0,Saylors,BYNUM,11,Hill,1902,3,Andrew C.,11/3/1902,2/21/1903,110,Roosevelt1,19,Roosevelt1,19,0
0,Akins,BYNUM,2,Hill,1903,21,Robt. D.,2/21/1903,9/29/1903,220,Roosevelt1,19,Roosevelt1,19,0
0,Barnard,BYNUM,9,Hill,1903,29,Lundy N.,9/29/1903,10/28/1905,760,Roosevelt1,19,Roosevelt2,20,0
0,Smith,BYNUM,10,Hill,1905,28,Ralph E.,10/28/1905,3/27/1907,515,Roosevelt2,20,Roosevelt2,20,0
0,Roth,BYNUM,3,Hill,1907,27,Chas. E.,3/27/1907,6/27/1907,92,Roosevelt2,20,Roosevelt2,20,0
0,Wofford,BYNUM,6,Hill,1907,27,Jos. C.,6/27/1907,8/16/1907,50,Roosevelt2,20,Roosevelt2,20,0
0,White,BYNUM,8,Hill,1907,16,John M.,8/16/1907,12/20/1907,126,Roosevelt2,20,Roosevelt2,20,0
0,Blair,BYNUM,12,Hill,1907,20,Tylar A.,12/20/1907,4/1/1910,833,Roosevelt2,20,Taft,21,0
0,Rankin,BYNUM,4,Hill,1910,1,Mary B.,4/1/1910,na,na,Taft,21,na,na,na
1,Mashburn,CALERA,3,Hill,1906,27,Ottis M.,3/27/1906,11/30/1907,613,Roosevelt2,20,Roosevelt2,20,1
1,Carr,CARR'S,8,Hill,1871,21,David C.,8/21/1871,11/15/1871,86,Grant1,9,Grant1,9,1
0,Gathings,COVINGTON,7,Hill,1861,12,Jas. J.,7/12/1861,11/5/1866,1942,Lincoln1,6,Johnson,8,1
2,Ross,COVINGTON,4,Hill,1867,4,Jos.,4/4/1867,2/28/1868,330,Johnson,8,Johnson,8,1
3,Lawrence,COVINGTON,4,Hill,1869,8,Billy M.,4/8/1869,5/17/1880,4057,Grant1,9,Hayes,11,0
0,Thomason,COVINGTON,5,Hill,1880,17,John P.,5/17/1880,1/3/1883,961,Hayes,11,Arthur,13,1
0,Capps,COVINGTON,4,Hill,1893,20,Geo. W.,4/20/1893,5/27/1893,37,Cleveland2,16,Cleveland2,16,0
0,Rogers,COVINGTON,5,Hill,1893,27,Jas. M.,5/27/1893,1/17/1899,2061,Cleveland2,16,McKinley,17,0
0,Lawrence,COVINGTON,1,Hill,1899,17,Billy M.,1/17/1899,10/6/1910,4279,McKinley,17,Taft,21,0
0,Davis,COVINGTON,10,Hill,1910,6,Thad,10/6/1910,2/5/1914,1218,Taft,21,Wilson1,22,0
0,Gathings,COVINGTON,2,Hill,1914,5,Mrs. Willie C.,2/5/1914,na,na,Wilson1,22,na,na,na
1,Cox,COXVILLE,11,Hill,1859,4,Jas. M.,11/4/1859,10/9/1860,340,Buchanan,5,Buchanan,5,0
0,Cox,COXVILLE,10,Hill,1860,9,Alex. S.,10/9/1860,1/11/1862,459,Buchanan,5,Lincoln1,6,0
0,Cox,COXVILLE,1,Hill,1862,11,Geo. W.,1/11/1862,1/23/1867,1838,Lincoln1,6,Johnson,8,1
1,Nunn,CRIMEA,1,Hill,1856,22,Wm. M.,1/22/1856,4/22/1859,1186,Pierce,4,Buchanan,5,0
0,Cole,CRIMEA,4,Hill,1859,22,Jos.,4/22/1859,7/2/1860,437,Buchanan,5,Buchanan,5,0
0,McKinney,CRIMEA,7,Hill,1860,2,John C.,7/2/1860,2/8/1862,586,Buchanan,5,Lincoln1,6,0
0,Nunn,CRIMEA,2,Hill,1862,8,Wm. M.,2/8/1862,11/5/1866,1731,Lincoln1,6,Johnson,8,1
1,Jordan,CULP,11,Hill,1892,4,Robt. S.,11/4/1892,5/25/1893,202,Harrison,15,Cleveland2,16,0
0,Surginer,CULP,5,Hill,1893,25,Jas. J.,5/25/1893,3/15/1895,659,Cleveland2,16,Cleveland2,16,0
0,Hustead,CULP,3,Hill,1895,15,Andrew F.,3/15/1895,12/28/1897,1019,Cleveland2,16,McKinley,17,0
0,Boles,CULP,12,Hill,1897,28,Ed. A.,12/28/1897,5/31/1901,1249,McKinley,17,McKinley,18,0
0,Crowder,CULP,5,Hill,1901,31,Jas. A.,5/31/1901,11/21/1901,174,McKinley,18,Roosevelt1,19,0
0,Herring,CULP,11,Hill,1901,21,Luther A.,11/21/1901,1/31/1903,436,Roosevelt1,19,Roosevelt1,19,1
2,Elliott,CULP,4,Hill,1903,1,Jas. G.,4/1/1903,na,na,Roosevelt1,19,na,na,na
0,McClane,DERDEN,3,Hill,1902,8,Pink,3/8/1902,11/7/1902,244,Roosevelt1,19,Roosevelt1,19,0
0,Burnett,DERDEN,11,Hill,1902,7,Francis M.,11/7/1902,3/31/1903,144,Roosevelt1,19,Roosevelt1,19,1
1,Martin,EUFAULA,9,Hill,1894,6,Wm. H.,9/6/1894,4/9/1898,1311,Cleveland2,16,McKinley,17,0
0,Henson,EUFAULA,4,Hill,1898,9,Wm. M.,4/9/1898,4/30/1900,751,McKinley,17,McKinley,17,0
0,Dunagan,EUFAULA,4,Hill,1900,30,John H.,4/30/1900,8/15/1900,107,McKinley,17,McKinley,17,1
1,Graves,FAIR VIEW,9,Hill,1858,20,Arabion,9/20/1858,12/8/1859,444,Buchanan,5,Buchanan,5,1
1,Bounds,FILES,3,Hill,1880,31,John S.,3/31/1880,11/15/1881,594,Hayes,11,Arthur,13,0
0,Smith,FILES,11,Hill,1881,15,D. S.,11/15/1881,4/14/1882,150,Arthur,13,Arthur,13,1
2,Osley,FILES,1,Hill,1883,23,Wm. Thomas,1/23/1883,7/24/1886,1278,Arthur,13,Cleveland1,14,0
0,Walker,FILES,7,Hill,1886,24,Jas. A.,7/24/1886,9/29/1897,4085,Cleveland1,14,McKinley,17,0
0,Barnes,FILES,9,Hill,1897,29,Chas. F.,9/29/1897,11/30/1907,3713,McKinley,17,Roosevelt2,20,1
1,Greenwade,FORT GRAHAM,11,Hill,1856,3,John J.,11/3/1856,12/20/1856,47,Pierce,4,Pierce,4,0
0,Scott,FORT GRAHAM,12,Hill,1856,20,John J.,12/20/1856,5/16/1857,147,Pierce,4,Buchanan,5,0
0,Shelton,FORT GRAHAM,5,Hill,1857,16,Robt. J.,5/16/1857,6/20/1860,1131,Buchanan,5,Buchanan,5,0
0,Peal,FORT GRAHAM,6,Hill,1860,20,Alfred,6/20/1860,11/12/1861,510,Buchanan,5,Lincoln1,6,0
0,Martin,FORT GRAHAM,11,Hill,1861,12,A. D.,11/12/1861,4/24/1867,1989,Lincoln1,6,Johnson,8,1
2,McJilton,FORT GRAHAM,9,Hill,1873,1,Lafayette,9/1/1873,7/21/1874,323,Grant2,10,Grant2,10,0
0,Faulkner,FORT GRAHAM,7,Hill,1874,21,Jas. A.,7/21/1874,9/29/1897,8471,Grant2,10,McKinley,17,0
0,Cross,FORT GRAHAM,9,Hill,1897,29,John F.,9/29/1897,8/4/1900,1039,McKinley,17,McKinley,17,0
0,Roberts,FORT GRAHAM,8,Hill,1900,4,Robt. E.,8/4/1900,8/15/1903,1106,McKinley,17,Roosevelt1,19,1
1,Lewis,GREENWADE'S MILLS,6,Hill,1856,10,Fielding,6/10/1856,4/9/1858,668,Pierce,4,Buchanan,5,0
0,Greenwade,GREENWADE'S MILLS,4,Hill,1858,9,John J.,4/9/1858,11/12/1861,1313,Buchanan,5,Lincoln1,6,0
0,Greenwade,GREENWADE'S MILLS,11,Hill,1861,12,John J.,11/12/1861,7/30/1866,1721,Lincoln1,6,Johnson,8,0
0,Simens,GREENWADE'S MILLS,7,Hill,1866,30,Lewis P.,7/30/1866,10/8/1866,70,Johnson,8,Johnson,8,0
1,Smith,HALFWAY,12,Hill,1887,2,Green A. T.,12/2/1887,7/24/1888,235,Cleveland1,14,Cleveland1,14,0
0,Allen,HALFWAY,7,Hill,1888,24,Chas. N.,7/24/1888,12/31/1890,890,Cleveland1,14,Harrison,15,0
0,Bynum,HALFWAY,12,Hill,1890,31,Thos. F.,12/31/1890,6/1/1891,152,Harrison,15,Harrison,15,0
2,Edmonds,HAMMELS BRANCH,12,Hill,1903,1,Chas. W.,12/1/1903,7/26/1905,603,Roosevelt1,19,Roosevelt2,20,0
0,Kuykendall,HAMMELS BRANCH,7,Hill,1905,26,John,7/26/1905,na,na,Roosevelt2,20,na,na,na
1,Connell,HANOVER,12,Hill,1882,26,John P.,12/26/1882,6/30/1884,552,Arthur,13,Arthur,13,0
0,Jones,HANOVER,6,Hill,1884,30,W. P.,6/30/1884,9/11/1884,73,Arthur,13,Arthur,13,1
1,Buck,HILLSBORO,7,Hill,1888,25,Jas. G. H.,7/25/1888,2/26/1890,581,Cleveland1,14,Harrison,15,0
0,Attaway,HILLSBORO,2,Hill,1890,26,Henry F.,2/26/1890,10/29/1895,2071,Harrison,15,Cleveland2,16,0
0,West,HILLSBORO,10,Hill,1895,29,Sallie,10/29/1895,8/19/1898,1025,Cleveland2,16,McKinley,17,0
0,Beck,HILLSBORO,8,Hill,1898,19,Harry,8/19/1898,2/21/1907,3107,McKinley,17,Roosevelt2,20,0
0,Cypert,HILLSBORO,2,Hill,1907,21,John J.,2/21/1907,3/13/1915,2942,Roosevelt2,20,Wilson1,22,0
0,Fields,HILLSBORO,3,Hill,1915,13,Wm. A.,3/13/1915,2/3/1922,2519,Wilson1,22,Harding,24,0
0,Beck,HILLSBORO,2,Hill,1922,3,Maggie,2/3/1922,na,na,Harding,24,na,na,na
1,Brooks,HILLSBOROUGH,8,Hill,1854,2,Cincinnateus N.,8/2/1854,4/16/1855,257,Pierce,4,Pierce,4,0
0,Johns,HILLSBOROUGH,4,Hill,1855,16,Thos.,4/16/1855,5/21/1857,766,Pierce,4,Buchanan,5,0
0,Tanner,HILLSBOROUGH,5,Hill,1857,21,N. W.,5/21/1857,7/22/1857,62,Buchanan,5,Buchanan,5,0
0,Hardin,HILLSBOROUGH,7,Hill,1857,22,Jos. B.,7/22/1857,12/9/1857,140,Buchanan,5,Buchanan,5,0
0,Johns,HILLSBOROUGH,12,Hill,1857,9,Thos.,12/9/1857,8/18/1858,252,Buchanan,5,Buchanan,5,0
0,Goodwin,HILLSBOROUGH,8,Hill,1858,18,Jas. R.,8/18/1858,11/16/1859,455,Buchanan,5,Buchanan,5,0
0,Booth Jr.,HILLSBOROUGH,11,Hill,1859,16,Wm. L.,11/16/1859,1/11/1862,787,Buchanan,5,Lincoln1,6,0
0,Miller,HILLSBOROUGH,1,Hill,1862,11,Mark,1/11/1862,1/19/1863,373,Lincoln1,6,Lincoln1,6,0
0,Ratcliff,HILLSBOROUGH,1,Hill,1863,19,J. T.,1/19/1863,9/19/1864,609,Lincoln1,6,Lincoln1,6,0
0,Bell,HILLSBOROUGH,9,Hill,1864,19,Thos.,9/19/1864,2/9/1866,508,Lincoln1,6,Johnson,8,0
0,Willett,HILLSBOROUGH,2,Hill,1866,9,N. A.,2/9/1866,5/3/1866,83,Johnson,8,Johnson,8,0
0,Ray,HILLSBOROUGH,5,Hill,1866,3,John C.,5/3/1866,8/14/1866,103,Johnson,8,Johnson,8,0
0,Beauchamp,HILLSBOROUGH,8,Hill,1866,14,Evin,8/14/1866,12/27/1866,135,Johnson,8,Johnson,8,0
0,Burk,HILLSBOROUGH,12,Hill,1866,27,W. T.,12/27/1866,11/18/1867,326,Johnson,8,Johnson,8,0
0,Grace,HILLSBOROUGH,11,Hill,1867,18,Jos. P.,11/18/1867,7/15/1869,605,Johnson,8,Grant1,9,0
0,Purnell,HILLSBOROUGH,7,Hill,1869,15,John A.,7/15/1869,5/18/1870,307,Grant1,9,Grant1,9,0
0,Lippard,HILLSBOROUGH,5,Hill,1870,18,L. B.,5/18/1870,11/4/1870,170,Grant1,9,Grant1,9,0
0,Grace,HILLSBOROUGH,11,Hill,1870,4,J. P.,11/4/1870,3/6/1871,122,Grant1,9,Grant1,9,0
0,Cissell,HILLSBOROUGH,3,Hill,1871,6,Hilary D.,3/6/1871,9/18/1871,196,Grant1,9,Grant1,9,0
0,Yarbrough,HILLSBOROUGH,9,Hill,1871,18,Nathan,9/18/1871,12/6/1871,79,Grant1,9,Grant1,9,0
0,Chambers,HILLSBOROUGH,12,Hill,1871,6,Geo. L.,12/6/1871,3/18/1872,103,Grant1,9,Grant1,9,0
0,Booth,HILLSBOROUGH,3,Hill,1872,18,R. R.,3/18/1872,12/26/1872,283,Grant1,9,Grant1,9,0
0,Swain,HILLSBOROUGH,12,Hill,1872,26,Miss Laura E.,12/26/1872,8/11/1873,228,Grant1,9,Grant2,10,0
0,Johnson,HILLSBOROUGH,8,Hill,1873,11,Wm. B.,8/11/1873,1/5/1874,147,Grant2,10,Grant2,10,0
0,Cook,HILLSBOROUGH,1,Hill,1874,5,Jas. B.,1/5/1874,9/3/1874,241,Grant2,10,Grant2,10,0
0,Swain,HILLSBOROUGH,9,Hill,1874,3,Wilson,9/3/1874,7/15/1875,315,Grant2,10,Grant2,10,0
0,Campbell,HILLSBOROUGH,7,Hill,1875,15,Alex.,7/15/1875,9/6/1875,53,Grant2,10,Grant2,10,0
0,Wade,HILLSBOROUGH,9,Hill,1875,6,Milas A.,9/6/1875,1/17/1876,133,Grant2,10,Grant2,10,0
0,Swain,HILLSBOROUGH,1,Hill,1876,17,F. K.,1/17/1876,10/23/1876,280,Grant2,10,Grant2,10,0
0,Rodman,HILLSBOROUGH,10,Hill,1876,23,Hugh M.,10/23/1876,3/22/1881,1611,Grant2,10,Garfield,12,0
0,Rodman,HILLSBOROUGH,3,Hill,1881,22,Hugh M.,3/22/1881,5/21/1884,1156,Garfield,12,Arthur,13,0
0,Wood,HILLSBOROUGH,5,Hill,1884,21,Wm.,5/21/1884,6/26/1888,1497,Arthur,13,Cleveland1,14,0
0,Buck,HILLSBOROUGH,6,Hill,1888,26,Jas. G. H.,6/26/1888,7/25/1888,29,Cleveland1,14,Cleveland1,14,0
1,Bishop,HUBBARD,11,Hill,1881,28,Geo. W.,11/28/1881,3/2/1887,1920,Arthur,13,Cleveland1,14,0
0,Bishop,HUBBARD,3,Hill,1887,2,Samirah B.,3/2/1887,6/17/1889,838,Cleveland1,14,Harrison,15,0
0,Lippard,HUBBARD,6,Hill,1889,17,Miss Belle,6/17/1889,8/16/1893,1521,Harrison,15,Cleveland2,16,0
0,Carroll,HUBBARD,8,Hill,1893,16,John M.,8/16/1893,3/31/1898,1688,Cleveland2,16,McKinley,17,0
0,Norvell,HUBBARD,3,Hill,1898,31,Wm. B.,3/31/1898,11/17/1903,2056,McKinley,17,Roosevelt1,19,0
0,Connelly,HUBBARD,11,Hill,1903,17,Wm. E.,11/17/1903,5/13/1904,178,Roosevelt1,19,Roosevelt1,19,0
0,Cash,HUBBARD,5,Hill,1904,13,Geo. W.,5/13/1904,1/12/1914,3531,Roosevelt1,19,Wilson1,22,0
0,Newton,HUBBARD,1,Hill,1914,12,Conrad M.,1/12/1914,7/1/1923,3457,Wilson1,22,Harding,24,0
0,Huddleston,HUBBARD,7,Hill,1923,1,Allen M.,7/1/1923,2/28/1925,608,Harding,24,Coolidge,25,0
0,Huddleston,HUBBARD,2,Hill,1925,28,Wm. M.,2/28/1925,9/7/1931,2382,Coolidge,25,F.D.Roosevelt1,27,0
0,Huddleston,HUBBARD,9,Hill,1931,7,Allen M.,9/7/1931,na,na,F.D.Roosevelt1,27,na,na,na
1,Gist,HURON,6,Hill,1897,2,Jehu M.,6/2/1897,4/15/1903,2142,McKinley,17,Roosevelt1,19,0
0,Cupp,HURON,4,Hill,1903,15,Jas. M.,4/15/1903,5/31/1904,412,Roosevelt1,19,Roosevelt1,19,1
1,Armstrong,IRENE,11,Hill,1878,11,Jas. T.,11/11/1878,11/19/1888,3661,Hayes,11,Cleveland1,14,0
0,Kittrell,IRENE,11,Hill,1888,19,Robt. W.,11/19/1888,8/20/1889,274,Cleveland1,14,Harrison,15,0
0,Langford,IRENE,8,Hill,1889,20,Jos. W.,8/20/1889,12/5/1895,2298,Harrison,15,Cleveland2,16,0
0,Lewis,IRENE,12,Hill,1895,5,Jas. M.,12/5/1895,10/28/1905,3614,Cleveland2,16,Roosevelt2,20,0
0,Batton,IRENE,10,Hill,1905,28,Thos. D.,10/28/1905,2/11/1907,471,Roosevelt2,20,Roosevelt2,20,0
0,Lowe,IRENE,2,Hill,1907,11,Jesse C.,2/11/1907,3/11/1909,759,Roosevelt2,20,Taft,21,0
0,Merrell,IRENE,3,Hill,1909,11,Benj. F.,3/11/1909,10/19/1909,222,Taft,21,Taft,21,0
0,Sparkman,IRENE,10,Hill,1909,19,Robt. E.,10/19/1909,3/8/1916,2332,Taft,21,Wilson1,22,0
0,Stephenson,IRENE,3,Hill,1916,8,Susie G.,3/8/1916,5/4/1920,1518,Wilson1,22,Wilson2,23,0
0,Stell,IRENE,5,Hill,1920,4,Jos. S.,5/4/1920,7/30/1921,452,Wilson2,23,Harding,24,0
0,Stell,IRENE,7,Hill,1921,30,Thos. C.,7/30/1921,12/28/1925,1612,Harding,24,Hoover,26,0
0,Periman Jr.,IRENE,12,Hill,1925,28,Robt. L.,12/28/1925,9/19/1929,1361,Hoover,26,F.D.Roosevelt1,27,0
0,Stell,IRENE,9,Hill,1929,19,Thos. C.,9/19/1929,na,na,F.D.Roosevelt1,27,na,na,na
1,Carlisle,ITASCA,2,Hill,1882,9,Thos. C.,2/9/1882,5/29/1886,1570,Arthur,13,Cleveland1,14,0
0,Auld,ITASCA,5,Hill,1886,29,E. David,5/29/1886,6/5/1886,7,Cleveland1,14,Cleveland1,14,0
0,Miller,ITASCA,6,Hill,1886,5,Travis K.,6/5/1886,6/17/1889,1108,Cleveland1,14,Harrison,15,0
0,Dunn,ITASCA,6,Hill,1889,17,Mrs. Rebecca L.,6/17/1889,1/2/1892,929,Harrison,15,Harrison,15,0
0,Messimer,ITASCA,1,Hill,1892,2,Alice M.,1/2/1892,3/23/1893,446,Harrison,15,Cleveland2,16,0
0,Messimer,ITASCA,3,Hill,1893,23,Jas. H.,3/23/1893,10/12/1897,1664,Cleveland2,16,McKinley,17,0
0,Clark,ITASCA,10,Hill,1897,12,General B.,10/12/1897,2/19/1903,1955,McKinley,17,Roosevelt1,19,0
0,Richard,ITASCA,2,Hill,1903,19,Jay S.,2/19/1903,3/3/1915,4395,Roosevelt1,19,Wilson1,22,0
0,Young,ITASCA,3,Hill,1915,3,John H.,3/3/1915,7/1/1920,1947,Wilson1,22,Wilson2,23,0
0,Lay,ITASCA,7,Hill,1920,1,Forrest B.,7/1/1920,4/29/1922,667,Wilson2,23,Harding,24,0
0,Lewis,ITASCA,4,Hill,1922,29,Wm. J.,4/29/1922,6/30/1928,2254,Harding,24,Hoover,26,0
0,Copeland,ITASCA,6,Hill,1928,30,Joe B.,6/30/1928,5/31/1929,335,Hoover,26,F.D.Roosevelt1,27,0
0,Bacon,ITASCA,5,Hill,1929,31,Imogene,5/31/1929,na,na,F.D.Roosevelt1,27,na,na,na
1,Sevier,IVERSON,11,Hill,1896,17,John T.,11/17/1896,11/12/1897,360,Cleveland2,16,McKinley,17,0
0,Singleton,IVERSON,11,Hill,1897,12,Walter I.,11/12/1897,9/21/1899,678,McKinley,17,McKinley,17,0
0,Myers,IVERSON,9,Hill,1899,21,Jas. W.,9/21/1899,8/8/1901,686,McKinley,17,McKinley,18,0
0,Simon,IVERSON,8,Hill,1901,8,Wm. E.,8/8/1901,12/18/1901,132,McKinley,18,Roosevelt1,19,0
0,Bradford,IVERSON,12,Hill,1901,18,Albert S.,12/18/1901,1/15/1907,1854,Roosevelt1,19,Roosevelt2,20,1
1,Harrington,JACKSON,4,Hill,1868,13,Jas. R.,4/13/1868,9/28/1868,168,Johnson,8,Johnson,8,1
1,Quillin,JESSIE,12,Hill,1896,22,Jas. M.,12/22/1896,8/4/1900,1320,Cleveland2,16,McKinley,17,0
0,Kincely,JESSIE,8,Hill,1900,4,Jas. D.,8/4/1900,5/7/1903,1006,McKinley,17,Roosevelt1,19,0
0,Hinson,JESSIE,5,Hill,1903,7,Wm. W.,5/7/1903,1/23/1909,2088,Roosevelt1,19,Roosevelt2,20,0
0,Williams,JESSIE,1,Hill,1909,23,Abe L.,1/23/1909,6/30/1910,523,Roosevelt2,20,Taft,21,1
1,Henson,KERBY,4,Hill,1894,28,Wm. W.,4/28/1894,4/15/1903,3273,Cleveland2,16,Roosevelt1,19,0
